County,STATE,ZCTA5CE10,INTPTLAT10,INTPTLON10,BUI,PctPark,fips,popDens,propPOC,POC,Race,medAge,totPop,Urban,Covid19,NDVI,propWht,medInc,Arid,Days
Honolulu,Hawaii,96701,+21.4060530,-157.8849518,0,9.0405012978,15003,8.25818518911e-4,0.889141670169886,POC majority,Other,40.7,40439,Urban,1008.9270258908479,0.673,0.110858329830115,95223,0.6008,230
Kauai,Hawaii,96703,+22.1455784,-159.3856809,0,24.31762438,15007,4.3049389366e-5,0.878294202204121,POC majority,Other,39.8,2087,Rural,479.1566842357451,0.764,0.121705797795879,59833,1.6914001,222
Hawaii,Hawaii,96704,+19.3372688,-155.8376215,0,6.6237900692,15001,1.0665066255e-5,0.665607927836361,POC majority,Other,44.5,7871,Rural,228.6875873459535,0.44,0.334392072163639,52714,1.4448,219
Kauai,Hawaii,96705,+21.8995324,-159.5685455,0,20.40718296,15007,3.80782697574e-4,0.887417218543046,POC majority,Other,35.4,2869,Rural,348.5535029627048,0.675,0.112582781456954,79000,0.3416,222
Honolulu,Hawaii,96706,+21.3447820,-158.0222980,0,9.9619579145,15003,0.001645588825539,0.846426461901949,POC majority,Other,34.8,72799,Urban,1008.2556079067019,0.534,0.153573538098051,101147,0.4587,230
Honolulu,Hawaii,96707,+21.3631058,-158.0822064,0,10.84537024,15003,4.26874269372e-4,0.835481045915176,POC majority,Other,32.7,47958,Urban,865.3405062763251,0.557,0.164518954084824,100739,0.6394,230
Maui,Hawaii,96708,+20.8523889,-156.2235622,0,2.8287808894,15009,4.0489773599e-5,0.456995020989944,White majority,White,43.6,10243,Rural,214.78082592990333,0.734,0.543004979010056,86117,1.272,221
Honolulu,Hawaii,96712,+21.6213665,-158.0480108,0,6.9995481115,15003,1.41239401008e-4,0.426930693069307,White majority,White,38.3,7575,Rural,343.2343234323432,0.708,0.573069306930693,89241,0.6686,230
Kauai,Hawaii,96716,+22.0492751,-159.5924185,0,45.930719933,15007,1.0714760356e-5,0.836016096579477,POC majority,Other,41.4,2982,Rural,0,0.7,0.163983903420523,74776,0.744,222
Honolulu,Hawaii,96717,+21.5577941,-157.9053398,0,28.597405765,15003,7.9887861527e-5,0.8003108003108,POC majority,Other,31.8,5148,Rural,621.6006216006216,0.77,0.1996891996892,84013,1.3026,230
Hawaii,Hawaii,96719,+20.2112561,-155.8518576,0,12.839924324,15001,3.2181988958e-5,0.702115158636898,POC majority,Other,41.5,1702,Rural,587.5440658049354,0.776,0.297884841363102,64958,0.8034,219
Hawaii,Hawaii,96720,+19.6598098,-155.2324728,0,18.95774744,15001,6.3698567009e-5,0.833498633741524,POC majority,Other,40.6,49405,Rural,692.2376277704685,0.684,0.166501366258476,59878,1.6077,219
Kauai,Hawaii,96722,+22.1883799,-159.4608936,0,0.9691738843,15007,1.53459094899e-4,0.252146407591505,White majority,White,45.9,2213,Rural,0,0.761,0.747853592408495,73242,0.3946,222
Hawaii,Hawaii,96725,+19.6264878,-155.9103359,0,15.978067718,15001,1.468456176e-5,0.548257372654156,POC majority,Mixed,42.1,2984,Rural,335.1206434316354,0.631,0.451742627345845,70906,1.6841,219
Hawaii,Hawaii,96727,+20.1406426,-155.7185352,0,9.6367771722,15001,1.6175612815e-5,0.743453510436433,POC majority,Other,42.8,5270,Rural,189.75332068311195,0.751,0.256546489563567,60707,1.5718,219
Maui,Hawaii,96729,+21.1735584,-157.1168119,0,1.9198967329,15009,1.1000277695e-5,0.980688497061293,POC majority,Other,37,1191,Rural,839.6305625524769,0.64,0.019311502938707,41375,0.5514,221
Honolulu,Hawaii,96730,+21.5431489,-157.8504811,0,52.976658496,15003,4.96162498877e-4,0.685062545989698,POC majority,Other,40.9,1359,Rural,809.4186902133923,0.711,0.314937454010302,80625,1.3026,230
Honolulu,Hawaii,96731,+21.6780028,-157.9691635,0,30.122787338,15003,5.9386542588e-5,0.758713136729223,POC majority,Other,36.1,2984,Rural,435.65683646112603,0.711,0.241286863270777,83068,0.5649,230
Maui,Hawaii,96732,+20.8837833,-156.4626405,0,11.401311246,15009,0.001180318894571,0.915430767156532,POC majority,Other,37.8,29668,Urban,283.1333423216934,0.493,0.084569232843468,81329,0.6598,221
Honolulu,Hawaii,96734,+21.3950837,-157.7581880,0,12.309624031,15003,8.93930718542e-4,0.525384035247886,POC majority,Mixed,34.4,50386,Urban,519.9857103163577,0.643,0.474615964752114,101605,0.651,230
Hawaii,Hawaii,96737,+19.0645167,-155.7796715,0,6.2787410234,15001,1.4781425255e-5,0.588306942752741,POC majority,Mixed,36.2,4926,Rural,203.00446609825417,0.241,0.411693057247259,16884,1.2768,219
Hawaii,Hawaii,96738,+19.8719409,-155.8021629,0,1.0189322907,15001,2.8974941671e-5,0.53730677764566,POC majority,Mixed,39.4,6728,Rural,148.63258026159335,0.336,0.46269322235434,73891,0.6491,219
Hawaii,Hawaii,96740,+19.7568198,-155.9199679,0,16.868876814,15001,6.4825103613e-5,0.598352395828085,POC majority,Mixed,44,39694,Rural,284.67778505567594,0.387,0.401647604171915,76296,1.0101,219
Kauai,Hawaii,96741,+21.9555286,-159.5151911,0,2.7859102859,15007,8.802513933e-5,0.62555697008275,POC majority,Mixed,42.7,6284,Rural,318.2686187141948,0.764,0.37444302991725,89844,1.1013,222
Hawaii,Hawaii,96743,+19.8621592,-155.6988700,0,15.923105507,15001,1.5052867262e-5,0.691156181015453,POC majority,Other,40.2,14496,Rural,103.476821192053,0.609,0.308843818984547,88416,0.7161,219
Honolulu,Hawaii,96744,+21.4517334,-157.8242273,0,10.66448131,15003,5.78768712e-4,0.796989863034899,POC majority,Other,44.1,51692,Urban,717.7126054321752,0.715,0.203010136965101,106174,0.5168,230
Kauai,Hawaii,96746,+22.0937397,-159.3851987,0,15.254216331,15007,1.45435646292e-4,0.606965431587663,POC majority,Other,44.1,19324,Rural,51.749120264955494,0.762,0.393034568412337,83434,1.3583,222
Kauai,Hawaii,96747,+21.9299186,-159.6244407,0,0,15007,1.30368431031e-4,0.961098398169336,POC majority,Other,43.4,874,Rural,1144.1647597254005,0.634,0.038901601830664,58182,0.352,222
Maui,Hawaii,96748,+21.1311732,-156.8352374,0,4.5308296353,15009,1.3765636722e-5,0.826027397260274,POC majority,Other,43.5,4380,Rural,273.972602739726,0.681,0.173972602739726,49896,2.8471999,221
Hawaii,Hawaii,96749,+19.6212822,-154.9897354,0,1.6598767876,15001,1.0740757432e-4,0.702699611072981,POC majority,Other,40.7,17484,Rural,491.87828872111646,0.746,0.297300388927019,54355,1.2474999,219
Hawaii,Hawaii,96750,+19.5319225,-155.7148202,0,3.1824362438,15001,6.97242857e-6,0.739762611275964,POC majority,Other,44.1,3370,Rural,296.7359050445104,0.325,0.260237388724036,64159,0.8253,219
Kauai,Hawaii,96752,+21.9709645,-159.7145071,0,60.915411621,15007,3.42852842799e-4,0.875139977603583,POC majority,Other,38.4,3572,Rural,279.9552071668533,0.567,0.124860022396417,78487,0.348,222
Maui,Hawaii,96753,+20.7137447,-156.4378669,0,3.9981554835,15009,3.272633744e-4,0.517414734710116,POC majority,Mixed,43.6,27649,Urban,184.4551340012297,0.556,0.482585265289884,72050,0.4442,221
Kauai,Hawaii,96754,+22.1789153,-159.4122902,0,1.1339100617,15007,2.897290925e-5,0.431876606683805,White majority,White,44.3,3112,Rural,321.3367609254499,0.767,0.568123393316195,87179,0.7557,222
Hawaii,Hawaii,96755,+20.1969062,-155.7899080,0,5.9454807408,15001,2.0044026671e-5,0.724584717607973,POC majority,Other,44.5,3010,Rural,332.22591362126246,0.762,0.275415282392027,67203,1.0286,219
Kauai,Hawaii,96756,+21.9070715,-159.4516648,0,2.8240998633,15007,9.7094529895e-5,0.652594263615856,POC majority,Other,40.7,6206,Rural,161.13438607798903,0.754,0.347405736384144,70313,0.5829,222
Hawaii,Hawaii,96760,+19.5547638,-155.0561129,0,0.115482321,15001,6.4934408679e-5,0.63489886870072,POC majority,Mixed,45,2917,Rural,342.81796366129583,0.73,0.36510113129928,58992,1.5081,219
Maui,Hawaii,96761,+20.8972957,-156.6135404,0,18.183894523,15009,1.16049176327e-4,0.645653016406149,POC majority,Mixed,40.2,23223,Rural,271.28278000258365,0.67,0.354346983593851,79071,0.7237,221
Honolulu,Hawaii,96762,+21.6185312,-157.9439002,0,4.2449985516,15003,2.14130663774e-4,0.714328447502244,POC majority,Other,23.3,6686,Rural,269.2192641340114,0.746,0.285671552497757,100341,0.6635,230
Maui,Hawaii,96763,+20.8364824,-156.9273772,0,2.7194023492,15009,7.734821504e-6,0.846779900920028,POC majority,Other,49.4,2826,Rural,353.8570417551309,0.538,0.153220099079972,53589,0.7068,221
Kauai,Hawaii,96766,+21.9848386,-159.4136731,0,6.6909375601,15007,8.3094501446e-5,0.827057793345009,POC majority,Other,41.3,18272,Rural,54.72854640980736,0.759,0.172942206654991,78876,1.2639,222
Maui,Hawaii,96768,+20.8291644,-156.2972216,0,8.3423760372,15009,1.64179923363e-4,0.651721288901129,POC majority,Other,42.7,18155,Rural,220.3249793445332,0.694,0.348278711098871,80463,1.0093,221
Hawaii,Hawaii,96771,+19.5248216,-155.1219210,0,1.940472384,15001,3.3280220467e-5,0.705823040080666,POC majority,Mixed,40.3,7934,Rural,504.1593143433325,0.74,0.294176959919335,36487,1.5038,219
Hawaii,Hawaii,96772,+19.1545147,-155.6232141,0,14.632048733,15001,2.959450475e-6,0.684061488673139,POC majority,Other,46.5,2472,Rural,404.53074433656957,0.425,0.315938511326861,48125,2.8096001,219
Hawaii,Hawaii,96776,+19.9940672,-155.3996008,0,20.319716176,15001,7.453438976e-6,0.719662058371736,POC majority,Other,52.8,1302,Rural,0,0.713,0.280337941628264,45598,1.3712,219
Hawaii,Hawaii,96777,+19.2519481,-155.4567691,0,5.0774368883,15001,4.567455392e-6,0.93110140708394,POC majority,Other,36.5,2061,Rural,485.2013585638039,0.555,0.06889859291606,50000,1.4212,219
Hawaii,Hawaii,96778,+19.4389404,-155.0281756,0,24.838144295,15001,2.1701700141e-5,0.596826446280992,POC majority,Mixed,45.5,15125,Rural,416.5289256198347,0.553,0.403173553719008,37417,1.946,219
Maui,Hawaii,96779,+20.9099743,-156.3843375,0,1.9277079446,15009,1.24366096865e-4,0.502215657311669,POC majority,Mixed,36.7,2708,Rural,627.7695716395864,0.67,0.497784342688331,101014,0.3561,221
Hawaii,Hawaii,96781,+19.7861519,-155.2177041,0,2.2993728891,15001,1.1775617139e-5,0.784377542717657,POC majority,Other,46.4,1229,Rural,813.6696501220505,0.74,0.215622457282343,53179,1.6159,219
Honolulu,Hawaii,96782,+21.4173737,-157.9368666,0,13.46595003,15003,8.42040162603e-4,0.868527455328029,POC majority,Other,39.9,38335,Urban,1014.7384896308856,0.671,0.131472544671971,87651,0.6564,230
Hawaii,Hawaii,96783,+19.8308273,-155.1441585,0,1.436038631,15001,3.2525452501e-5,0.888753799392097,POC majority,Other,47.5,1645,Rural,607.90273556231,0.757,0.111246200607903,41875,1.4155999,219
Hawaii,Hawaii,96785,+19.4537285,-155.4075457,0,19.736949553,15001,4.945581918e-6,0.56953642384106,POC majority,Mixed,57.1,3322,Rural,301.02347983142687,0.343,0.43046357615894,39784,1.4995,219
Honolulu,Hawaii,96786,+21.5640594,-157.9793074,0,7.2753840815,15003,2.08486282219e-4,0.734024530731178,POC majority,Mixed,27,44271,Rural,758.961848614217,0.729,0.265975469268822,62688,0.6548,230
Honolulu,Hawaii,96789,+21.4838750,-157.9342839,0,7.7975812036,15003,7.60530216972e-4,0.842371682733465,POC majority,Other,38.6,53734,Rural,614.1363010384487,0.676,0.157628317266535,98499,0.6445,230
Maui,Hawaii,96790,+20.6854531,-156.3053067,0,2.5941794821,15009,1.6660272049e-5,0.494067103109656,White majority,White,47.2,9776,Rural,132.9787234042553,0.56,0.505932896890344,78664,0.6784,221
Honolulu,Hawaii,96791,+21.5636399,-158.1850646,0,4.5533103356,15003,7.9883460231e-5,0.685936487362281,POC majority,Other,36.2,7715,Rural,324.04406999351914,0.703,0.314063512637719,81212,0.6057,230
Honolulu,Hawaii,96792,+21.4686253,-158.1669065,0,12.150346445,15003,3.17160824537e-4,0.908671973188102,POC majority,Other,32.9,50127,Urban,1554.0527061264388,0.667,0.091328026811898,64059,0.4967,230
Maui,Hawaii,96793,+20.8955602,-156.5298377,0,5.8298194426,15009,1.85909469699e-4,0.814174275866239,POC majority,Other,38.5,33074,Rural,196.5289955856564,0.705,0.185825724133761,81702,2.5276999,221
Honolulu,Hawaii,96795,+21.3350127,-157.7109242,0,41.689564033,15003,3.4584424066e-4,0.907689227072487,POC majority,Other,36.6,9988,Urban,1221.4657589106928,0.693,0.092310772927513,86324,0.8599,230
Kauai,Hawaii,96796,+22.0940551,-159.7187487,0,22.942133619,15007,1.6330225128e-5,0.806864754098361,POC majority,Other,46,1952,Rural,512.295081967213,0.634,0.193135245901639,64500,0.4877,222
Honolulu,Hawaii,96797,+21.4296209,-157.9718774,0,12.401072964,15003,8.3539075295e-4,0.937801298106703,POC majority,Other,37.5,74262,Rural,1397.753898359861,0.681,0.062198701893297,90993,0.5495,230
Honolulu,Hawaii,96813,+21.3165482,-157.8450525,0,20.526644043,15003,0.00283173642293,0.861691581743923,POC majority,Other,42.3,25219,Urban,1316.4677425750426,0.531,0.138308418256077,74355,0.5142,230
Honolulu,Hawaii,96814,+21.2931709,-157.8486865,0,16.095413026,15003,0.006054110296607,0.85988631126133,POC majority,Other,46.9,19527,Urban,1218.8252163670816,0.279,0.14011368873867,63495,0.6097,230
Honolulu,Hawaii,96815,+21.2734615,-157.8224438,0,30.60028512,15003,0.005090949240004,0.621576697799588,POC majority,Other,43.7,25268,Urban,862.7513059996834,0.394,0.378423302200412,61735,0.4062,230
Honolulu,Hawaii,96816,+21.2906757,-157.7883519,0,16.720180073,15003,0.001938897025102,0.822245489690722,POC majority,Other,46.1,49664,Urban,902.061855670103,0.55,0.177754510309278,85164,0.4648,230
Honolulu,Hawaii,96817,+21.3555065,-157.8216465,0,14.72017283,15003,0.00234914890962,0.915852449730954,POC majority,Other,44.1,56496,Urban,1902.789578023223,0.575,0.084147550269046,61384,0.6901,230
Honolulu,Hawaii,96818,+21.3433313,-157.9417205,0,14.904901992,15003,0.002002236316397,0.710382973000235,POC majority,Other,31.2,59482,Urban,588.4133015029756,0.438,0.289617026999765,75917,0.4443,230
Honolulu,Hawaii,96819,+21.3471175,-157.8773172,0,20.461795644,15003,9.50958186641e-4,0.930965371339495,POC majority,Other,38.6,53886,Rural,2997.067884051516,0.563,0.069034628660506,80546,1.1688,230
Honolulu,Hawaii,96821,+21.3111717,-157.7502304,0,7.1059565233,15003,6.20256176942e-4,0.783591347969146,POC majority,Other,50.5,18539,Urban,501.6451804304439,0.657,0.216408652030854,134892,0.6833,230
Honolulu,Hawaii,96822,+21.3202084,-157.8107593,0,24.183062744,15003,0.002196031588016,0.814256619144603,POC majority,Other,42.6,46645,Urban,720.3344409904598,0.661,0.185743380855397,73024,0.7863,230
Honolulu,Hawaii,96825,+21.2945185,-157.6887477,0,12.157265009,15003,0.001011468451102,0.734876595744681,POC majority,Other,47,29375,Urban,388.0851063829787,0.598,0.265123404255319,118571,0.5101,230
Honolulu,Hawaii,96826,+21.2915177,-157.8268688,0,17.178152651,15003,0.011571462155396,0.860416340585381,POC majority,Other,41.6,31945,Urban,1111.2850211300674,0.286,0.139583659414619,50400,0.5267,230
Union,Oregon,97824,+45.3543012,-117.7564700,128,5.4350391366,41061,3.239107731e-6,0.055646481178396,White majority,White,48.8,1833,Rural,545.5537370430987,0.656,0.944353518821604,54250,0.5637,216
Umatilla,Oregon,97826,+45.6642964,-119.2323162,59,1.2250683487,41059,1.236215869e-6,0.176007866273353,White majority,White,39.7,1017,Rural,2458.210422812193,0.575,0.823992133726647,40625,0.1775,225
Union,Oregon,97827,+45.5754239,-117.8380496,207,0.4343563003,41061,4.466381382e-6,0.057118857622848,White majority,White,50.2,2381,Rural,629.987400251995,0.625,0.942881142377152,42107,0.4258,216
Wallowa,Oregon,97828,+45.7165633,-117.2219918,75,6.1733811098,41063,1.632119373e-6,0.058483290488432,White majority,White,50.7,3112,Rural,482.0051413881748,0.554,0.941516709511568,45769,0.3587,205
Morrow,Oregon,97836,+45.3211522,-119.4746198,38,1.7636287265,41049,7.67763037e-7,0.118349619978285,White majority,White,41.8,1842,Rural,597.1769815418024,0.476,0.881650380021715,49107,0.2801,209
Umatilla,Oregon,97838,+45.8530040,-119.2872655,2185,1.9888867884,41059,6.1169580694e-5,0.39547914188126,White majority,White,33.3,26057,Urban,5929.308822965038,0.637,0.60452085811874,55293,0.1507,225
Morrow,Oregon,97844,+45.8841501,-119.5488363,683,5.2639135251,41049,3.925336656e-5,0.400379057095475,White majority,White,40.1,4221,Rural,3103.529969201611,0.662,0.599620942904525,60637,0.1413,209
Grant,Oregon,97845,+44.4018235,-118.9030597,0,3.0585270438,41023,1.6966201681e-5,0.092404620231012,White majority,White,43.5,2857,Rural,175.00875043752185,0.467,0.907595379768988,41365,0.2475,216
Wallowa,Oregon,97846,+45.4626986,-117.0395863,48,10.489211893,41063,9.16557049e-7,0.056614349775785,White majority,White,55.7,1784,Rural,280.2690582959641,0.541,0.94338565022421506,57333,0.6951,205
Union,Oregon,97850,+45.3035379,-118.1132779,1033,2.3520586445,41061,2.2928017451e-5,0.135273573923167,White majority,White,35.7,17180,Rural,2246.7986030267753,0.625,0.864726426076833,46800,0.4677,216
Umatilla,Oregon,97862,+45.9220632,-118.3160627,610,0.5339000372,41059,1.5865759806e-5,0.365350566572238,White majority,White,40.1,11296,Rural,1389.872521246459,0.696,0.634649433427762,49556,0.3655,225
Grant,Oregon,97865,+44.4614657,-119.1800399,0,6.2509075954,41023,1.08779513e-6,0.071561338289963,White majority,White,62.3,1076,Rural,464.6840148698885,0.49,0.928438661710037,50031,0.21560000000000001,216
Umatilla,Oregon,97868,+45.4092940,-118.8535816,68,0.0530068851,41059,1.710914247e-6,0.130102040816326,White majority,White,40.6,1960,Rural,1122.4489795918366,0.495,0.869897959183674,54634,0.2889,225
Grant,Oregon,97869,+44.3975633,-118.6339795,0,4.6640769034,41023,9.36270992e-7,0.112845138055222,White majority,White,54.4,833,Rural,600.2400960384153,0.56,0.887154861944778,49219,0.295,216
Umatilla,Oregon,97875,+45.8185492,-119.1328535,609,1.4386832475,41059,1.9459707982e-5,0.360443037974684,White majority,White,33.3,3160,Rural,4177.215189873417,0.697,0.639556962025316,58508,0.1655,225
Umatilla,Oregon,97882,+45.8974306,-119.3660707,2583,10.427188158,41059,1.32985441669e-4,0.475709001233046,White majority,White,34.1,8110,Rural,5696.6707768187425,0.641,0.524290998766954,42221,0.1502,225
Union,Oregon,97883,+45.1924234,-117.6341548,146,2.4357548367,41061,3.425979992e-6,0.074947368421053,White majority,White,42.9,2375,Rural,463.15789473684214,0.549,0.925052631578947,54309,0.3945,216
Hillsborough,Florida,33573,+27.7228601,-082.3569228,31111,5.1708824417,12057,4.90433580091e-4,0.13345529180796,White majority,White,71.2,22412,Urban,2311.261824022845,0.597,0.86654470819204,46681,0.7129,235
Pasco,Florida,33576,+28.3357407,-082.3378360,7293,0.4595297287,12101,1.13303029439e-4,0.104426299957026,White majority,White,61.4,4654,Rural,1547.0562956596475,0.69,0.895573700042974,58431,0.7577,226
Hillsborough,Florida,33578,+27.8622004,-082.3500444,31339,1.8633548047,12057,8.89799798989e-4,0.54053672885522,POC majority,Mixed,33.1,49634,Urban,2744.0867147519843,0.573,0.45946327114478003,61604,0.7064,235
Hillsborough,Florida,33579,+27.7968676,-082.2870817,22736,2.8997994386,12057,6.19556139215e-4,0.54022351259082,POC majority,Mixed,35.4,34271,Urban,2433.544396136675,0.595,0.45977648740918,81635,0.7142,235
Hillsborough,Florida,33584,+28.0054554,-082.2943370,18935,3.1579732328,12057,4.8926097124e-4,0.416896843810997,White majority,White,40.4,27153,Urban,2408.5736382720143,0.651,0.583103156189003,62899,0.7258,235
Sumter,Florida,33585,+28.7302331,-082.0860832,142677,0,12119,3.1395461604e-5,0.343615494978479,White majority,White,43.3,1394,Rural,3228.1205164992825,0.659,0.656384505021521,47339,0.7533,218
Hillsborough,Florida,33592,+28.1018705,-082.2832358,2859,17.64453017,12057,8.7197845246e-5,0.277105168052042,White majority,White,40.5,11068,Rural,1969.6422117817128,0.716,0.722894831947958,38297,0.7482,235
Hillsborough,Florida,33594,+27.9409344,-082.2424794,50711,0.3620267659,12057,0.001322487432361,0.416974481883547,White majority,White,41.4,35465,Urban,1979.4163259551672,0.594,0.583025518116453,63853,0.7172,235
Hillsborough,Florida,33596,+27.8872006,-082.2258519,49243,8.3279642171,12057,9.93946973864e-4,0.28672330501416,White majority,White,40.8,30015,Urban,1609.1954022988505,0.627,0.71327669498584,99210,0.7154,235
Champaign,Illinois,61820,+40.1078904,-088.2442663,16188,3.932764777,17019,0.002256512266843,0.40302966768005,White majority,White,22.4,38156,Urban,6051.472900723346,0.492,0.59697033231995,24305,0.8447,214
Champaign,Illinois,61821,+40.1096457,-088.2749032,34206,6.9934954694,17019,0.001569914237878,0.37051206592113,White majority,White,35.3,30582,Urban,1448.5645150742266,0.564,0.62948793407887,55743,0.8391,214
Champaign,Illinois,61822,+40.1389745,-088.3061785,652,4.0796478849,17019,9.178706382e-5,0.359905532540942,White majority,White,39.5,25829,Rural,1339.57954237485,0.798,0.640094467459058,85231,0.8284,214
Vermilion,Illinois,61832,+40.1362337,-087.6364661,0,2.7533730512,17183,5.20150127023e-4,0.35483131909044,White majority,White,38.2,34918,Urban,1114.0386047310842,0.65,0.64516868090956,37822,0.8802,204
Vermilion,Illinois,61833,+40.0997467,-087.6442201,0,2.5827495598,17183,5.44761213002e-4,0.090495679854479,White majority,White,44,2199,Urban,1091.4051841746248,0.589,0.909504320145521,41503,0.8853,204
Vermilion,Illinois,61834,+40.1525459,-087.6732983,0,2.1811582988,17183,3.1583492133e-5,0.1950330371383,White majority,White,42.2,8778,Urban,1310.0934153565734,0.794,0.8049669628617,62538,0.8708,204
Vermilion,Illinois,61841,+40.0205942,-087.8168712,0,0.0072946467,17183,8.953216021e-6,0.017151379567487,White majority,White,39.3,1341,Rural,1565.9955257270694,0.831,0.982848620432513,63417,0.8658,204
Laurens,South Carolina,29325,+34.4682056,-081.8451835,0,6.5349754814,45059,3.8894394179e-5,0.36325665081609,White majority,White,39.4,15562,Rural,3913.3787430921475,0.752,0.63674334918391,39156,0.8044,208
Surry,North Carolina,27030,+36.4898143,-080.6292139,6997,0.4803272641,37171,8.1117199766e-5,0.173255586864939,White majority,White,44.7,35843,Urban,1891.5827358201045,0.767,0.826744413135061,36859,0.9153,209
Forsyth,North Carolina,27040,+36.1693118,-080.3930448,8257,0.9679146962,37067,1.70714557652e-4,0.170549860205033,White majority,White,46,11803,Rural,1143.7770058459714,0.759,0.829450139794967,73442,0.8531,224
Surry,North Carolina,27041,+36.4252534,-080.4871973,3718,0.1620128261,37171,5.2010250843e-5,0.10179942116522,White majority,White,43.1,7947,Rural,1094.7527368818423,0.767,0.89820057883478,41771,0.9182,209
Stokes,North Carolina,27042,+36.3528190,-080.0642026,31,0,37169,2.7248529685e-5,0.314754098360656,White majority,White,54.1,610,Rural,2459.0163934426228,0.759,0.685245901639344,55156,0.848,203
Stokes,North Carolina,27043,+36.3345944,-080.4517305,1127,4.963875729,37169,3.8231394974e-5,0.076543557936284,White majority,White,39.1,7094,Rural,1296.8705948689033,0.773,0.923456442063716,51510,0.9,203
Forsyth,North Carolina,27045,+36.2343984,-080.2960701,10431,0.4846956288,37067,1.56221296482e-4,0.290484318327288,White majority,White,41.5,9374,Urban,1898.8692127160232,0.745,0.709515681672712,53932,0.8722,224
Stokes,North Carolina,27046,+36.5022187,-080.0782643,40,0,37169,1.82130217e-5,0.071800208116545,White majority,White,50.8,1922,Rural,988.5535900104059,0.786,0.928199791883455,38589,0.9179,203
Surry,North Carolina,27047,+36.3141343,-080.5691122,1495,0,37171,2.5377011142e-5,0.087640449438202,White majority,White,36.9,1335,Rural,674.1573033707865,0.785,0.912359550561798,54583,0.9006,209
Rockingham,North Carolina,27048,+36.4825144,-079.9176781,1979,0.7413583235,37157,3.7496573186e-5,0.156595111055962,White majority,White,44.6,8059,Rural,1389.7505894031517,0.775,0.843404888944038,53154,0.8752,205
Forsyth,North Carolina,27050,+36.2264423,-080.4097074,2214,0.2116312771,37067,6.1975491679e-5,0.09261576971214,White majority,White,48.4,3995,Rural,926.1576971214017,0.768,0.90738423028786,54167,0.8732,224
Forsyth,North Carolina,27051,+36.1959455,-080.1534011,6637,0.6236269181,37067,1.61341127635e-4,0.238343318572545,White majority,White,42.3,7678,Rural,1406.6163063297734,0.751,0.761656681427455,47940,0.8387,224
Stokes,North Carolina,27052,+36.3207550,-080.1504527,226,1.4605468486,37169,3.6488342606e-5,0.15101958409045,White majority,White,46.8,9906,Rural,1100.3432263274783,0.773,0.84898041590955,39460,0.8589,203
Stokes,North Carolina,27053,+36.4742760,-080.3478503,118,2.328263117,37169,1.6981267349e-5,0.028927009754457,White majority,White,55.2,2973,Rural,739.9932727884292,0.786,0.971072990245543,44967,0.9219,203
Rowan,North Carolina,27054,+35.7925404,-080.5978879,1444,0.2295951042,37159,3.1604893306e-5,0.188023450586265,White majority,White,44.3,2388,Rural,1884.4221105527636,0.775,0.811976549413735,70101,0.8156,216
Yadkin,North Carolina,27055,+36.1139068,-080.6311936,2648,0.5434052359,37197,5.0949843205e-5,0.199773547519638,White majority,White,44.1,14131,Rural,2299.9080036798528,0.773,0.800226452480362,44574,0.8695,207
Forsyth,North Carolina,27101,+36.1108495,-080.2004303,47279,8.6248249565,37067,5.95199986258e-4,0.60586352319496,POC majority,Mixed,35.6,19681,Urban,1671.6630252527818,0.652,0.39413647680504,31805,0.8264,224
Forsyth,North Carolina,27103,+36.0582299,-080.3214959,48588,2.061205711,37067,7.28379631639e-4,0.39493613008316,White majority,White,36.4,34993,Urban,1783.2137856142658,0.638,0.60506386991684,49623,0.8411,224
Forsyth,North Carolina,27104,+36.0936873,-080.3235320,47398,2.0160171416,37067,8.73537364377e-4,0.25950093216693,White majority,White,44.3,27892,Urban,1685.0709880969453,0.683,0.74049906783307,64579,0.841,224
Forsyth,North Carolina,27105,+36.1633767,-080.2337873,19438,4.0699311563,37067,4.65074254561e-4,0.8039970392302,POC majority,Black,36.3,40530,Urban,2622.748581297804,0.683,0.1960029607698,33937,0.8476,224
Forsyth,North Carolina,27106,+36.1439097,-080.3231573,28469,2.8951703553,37067,6.51600220227e-4,0.430373725465864,White majority,White,36.7,48351,Urban,1817.9561953217099,0.704,0.569626274534136,49947,0.8422,224
Davidson,North Carolina,27107,+36.0131579,-080.1754914,15424,3.6917303479,37057,2.82540246541e-4,0.519743751312749,POC majority,Mixed,35.4,47610,Urban,2593.992858643142,0.726,0.480256248687251,42787,0.8155,216
Forsyth,North Carolina,27127,+36.0207083,-080.2798166,22176,1.4347151376,37067,5.18016274191e-4,0.491429001052579,White majority,White,34.2,39902,Urban,2092.626935993183,0.708,0.508570998947421,48262,0.8226,224
Wallowa,Oregon,97885,+45.6556568,-117.5117500,39,1.1338601182,41063,1.678044883e-6,0.125190839694657,White majority,White,55.1,1310,Rural,381.6793893129771,0.59,0.874809160305344,39076,0.3641,205
Umatilla,Oregon,97886,+45.8023079,-118.2724104,192,1.0122710039,41059,3.200472455e-6,0.160169491525424,White majority,White,35.3,1180,Rural,1101.6949152542372,0.679,0.839830508474576,62083,0.5878,225
Malheur,Oregon,97914,+44.1136188,-117.0841615,1109,9.3983140795,41045,2.898829621e-5,0.415491124876373,White majority,White,36,19211,Rural,6293.269481026495,0.529,0.584508875123627,41427,0.2076,205
