County,STATE,ZCTA5CE10,INTPTLAT10,INTPTLON10,BUI,PctPark,fips,popDens,propPOC,POC,Race,medAge,totPop,Urban,Covid19,NDVI,propWht,medInc,Arid,Days
Lancaster,Pennsylvania,17550,+40.0759208,-076.5834262,91350,3.1478099882,42071,0.001955333066464,0.106861642294713,White majority,White,35.3,889,Urban,1912.2609673790776,0.614,0.893138357705287,43665,0.8428,217
Lancaster,Pennsylvania,17551,+39.9822020,-076.3714186,18295,2.0667835942,42071,4.36777416338e-4,0.132416089737972,White majority,White,27.6,11411,Rural,1034.0899132416089,0.741,0.867583910262028,60720,0.8112,217
Lancaster,Pennsylvania,17552,+40.1083518,-076.5109198,14446,3.0473668811,42071,2.36212664339e-4,0.113681027966742,White majority,White,40.2,19845,Urban,886.8732678256488,0.747,0.886318972033258,70944,0.8405,217
Lancaster,Pennsylvania,17554,+40.0403028,-076.4241758,58813,2.2309788435,42071,9.6084193127e-4,0.225558121632025,White majority,White,34.5,7794,Urban,2014.370028226841,0.644,0.774441878367975,59688,0.8446,217
Lancaster,Pennsylvania,17555,+40.1223767,-075.9593923,3706,4.2323188708,42071,8.2164740493e-5,0.020993136859104,White majority,White,30.8,7431,Rural,807.4283407347598,0.784,0.979006863140896,77454,0.9426,217
Lancaster,Pennsylvania,17557,+40.0998496,-076.0727417,12249,1.0791462895,42071,1.70085591666e-4,0.065463701216953,White majority,White,42.4,14298,Urban,1384.809064204784,0.744,0.934536298783047,59192,0.8889,217
Lancaster,Pennsylvania,17560,+39.9126747,-076.2276813,5972,0.2893046888,42071,1.1169732699e-4,0.045219638242894,White majority,White,45.5,4644,Rural,301.4642549526271,0.779,0.954780361757106,54516,0.8622,217
Lancaster,Pennsylvania,17562,+39.9699762,-076.0916322,5105,0.4769372122,42071,1.02780569363e-4,0.073691157061153,White majority,White,29.8,4546,Rural,1297.8442586889573,0.762,0.926308842938847,62097,0.8879,217
Lancaster,Pennsylvania,17563,+39.7607479,-076.1933064,1763,0.0582323365,42071,4.9889555163e-5,0.057843137254902,White majority,White,31.5,4080,Rural,1127.450980392157,0.784,0.942156862745098,61786,0.8483,217
Lancaster,Pennsylvania,17565,+39.8977018,-076.3310273,3241,4.6871166415,42071,7.7327553038e-5,0.017766497461929,White majority,White,43.4,2758,Rural,580.1305293691081,0.796,0.982233502538071,82763,0.8423,217
Lancaster,Pennsylvania,17566,+39.8671860,-076.1475131,3912,0.844852217,42071,8.3144871844e-5,0.076947561072651,White majority,White,33,12567,Rural,867.3509986472508,0.778,0.923052438927349,66368,0.8799,217
Lancaster,Pennsylvania,17569,+40.2714332,-076.0965767,12032,3.9175292066,42071,1.52030886936e-4,0.077782952957615,White majority,White,36.3,6441,Rural,1055.736686849868,0.776,0.922217047042385,81463,0.9295,217
Lancaster,Pennsylvania,17572,+40.0454878,-076.1334480,3928,1.983634e-4,42071,1.08567582e-4,0.040670345391375,White majority,White,28.4,4893,Rural,797.0570202329859,0.768,0.959329654608625,51932,0.8516,217
Lancaster,Pennsylvania,17578,+40.2260989,-076.1598061,9355,1.8817769977,42071,1.81247842986e-4,0.064830272676683,White majority,White,41.2,7188,Rural,1001.669449081803,0.75,0.935169727323317,62756,0.8819,217
Lancaster,Pennsylvania,17579,+39.9604064,-076.1807521,9528,0.6991637026,42071,1.74788037609e-4,0.067280228498889,White majority,White,35.7,6302,Rural,856.8708346556649,0.762,0.932719771501111,69468,0.8534,217
Lancaster,Pennsylvania,17581,+40.1605115,-076.0495898,77276,1.3179992749,42071,9.75697519929e-4,0.081560283687943,White majority,White,36.8,846,Urban,1418.4397163120568,0.641,0.918439716312057,73906,0.9047,217
Spencer,Indiana,47537,+38.0741668,-087.0361261,796,5.3438583086,18147,2.4133809058e-5,0.013026052104208,White majority,White,48.3,998,Rural,0,0.767,0.986973947895792,78258,0.8905,203
Dubois,Indiana,47541,+38.2352776,-087.0461635,1463,6.2851821148,18037,2.2651871383e-5,0.017902813299233,White majority,White,39.3,1173,Rural,0,0.774,0.982097186700767,70750,0.8864,213
Dubois,Indiana,47542,+38.2965853,-086.9665993,3086,5.3909073499,18037,4.8387142777e-5,0.221361318163986,White majority,White,39.4,10196,Rural,2706.943899568458,0.75,0.778638681836014,52878,0.8885,213
Dubois,Indiana,47546,+38.4187411,-086.9326003,5472,3.9907878798,18037,6.5922465437e-5,0.067086152244879,White majority,White,40.9,21137,Rural,2261.4372900600843,0.729,0.932913847755121,59603,0.8991,213
Spencer,Indiana,47550,+38.0671841,-086.9213104,626,0.1269966883,18147,8.17656393e-6,0.01747311827957,White majority,White,41.3,744,Rural,0,0.776,0.98252688172043,73083,0.8884,203
Hernando,Florida,34602,+28.5024823,-082.2823509,2617,6.9692201739,12053,4.2337647322e-5,0.132485643970468,White majority,White,53,7314,Rural,1585.999453103637,0.701,0.867514356029532,53675,0.7694,217
Hernando,Florida,34604,+28.4769415,-082.4347914,7026,0.1339658245,12053,1.25975829644e-4,0.209193813185864,White majority,White,41.2,11573,Urban,1460.2955154238314,0.688,0.790806186814136,53694,0.7711,217
Hernando,Florida,34606,+28.4684773,-082.5957279,43544,1.9175504657,12053,8.71222047588e-4,0.203775595645886,White majority,White,53.7,26274,Urban,1807.8708989875922,0.556,0.796224404354114,41744,0.7615,217
Allegheny,Pennsylvania,15047,+40.3156205,-079.7938435,11676,1.9304403711,42003,2.68324765771e-4,0.037593984962406,White majority,White,40.1,133,Urban,1503.7593984962405,0.7,0.962406015037594,61875,0.8136,222
Allegheny,Pennsylvania,15049,+40.5561125,-079.8055741,33637,0.0788638381,42003,7.59488455865e-4,0.004716981132076,White majority,White,56.8,848,Urban,235.84905660377356,0.674,0.995283018867924,48125,0.8556,222
Beaver,Pennsylvania,15050,+40.5636652,-080.4345168,2131,6.1091284915,42007,4.3556310583e-5,0.004165088981446,White majority,White,44.9,2641,Rural,567.9666792881484,0.759,0.995834911018554,73182,0.8652,219
Allegheny,Pennsylvania,15051,+40.5624834,-079.8670875,8493,2.448458793,42003,1.90456995088e-4,0.016990291262136,White majority,White,51.9,412,Urban,485.43689320388347,0.694,0.983009708737864,59954,0.8522,222
Beaver,Pennsylvania,15052,+40.6587313,-080.4307432,4153,8.6420766514,42007,7.315320204e-5,0.032375189107413,White majority,White,44.2,3305,Rural,877.4583963691377,0.793,0.967624810892587,59683,0.861,219
Washington,Pennsylvania,15053,+40.3810028,-080.3598863,33194,0,42125,5.08928179704e-4,0,White majority,White,56.6,116,Urban,0,0.673,1,47969,0.8176,223
Washington,Pennsylvania,15054,+40.3623768,-080.4076835,34434,0.8677195293,42125,0.001197314467993,0,White majority,White,27.2,405,Urban,493.82716049382714,0.631,1,32981,0.8458,223
Washington,Pennsylvania,15055,+40.3062929,-080.1235160,37255,0.610405608,42125,6.8060204112e-4,0.025210084033613,White majority,White,58.5,1190,Urban,1176.4705882352941,0.615,0.974789915966387,44476,0.7905,223
Allegheny,Pennsylvania,15056,+40.5638901,-080.2160152,13837,4.3871154794,42003,4.87104719969e-4,0.227194492254733,White majority,White,43.1,1162,Urban,430.29259896729775,0.424,0.772805507745267,47227,0.79,222
Washington,Pennsylvania,15057,+40.3586565,-080.2439043,4710,0.7395410911,42125,1.10671703511e-4,0.08219003254419,White majority,White,41.5,15671,Rural,587.0716610299279,0.74,0.91780996745581,78566,0.8367,223
Beaver,Pennsylvania,15059,+40.6779193,-080.4855487,5588,2.6871455955,42007,1.16503598179e-4,0.218823529411765,White majority,White,38.4,4250,Rural,658.8235294117648,0.761,0.781176470588235,40625,0.8622,219
Washington,Pennsylvania,15060,+40.3668505,-080.2921269,30297,0.8822602919,42125,8.8571146273e-4,0.037184594953519,White majority,White,39.3,753,Urban,265.6042496679947,0.663,0.962815405046481,52656,0.8365,223
Talbot,Maryland,21601,+38.7942216,-076.0810272,4627,1.7630468162,24041,8.2774826441e-5,0.260209736550431,White majority,White,46.2,23458,Rural,1901.2703555290307,0.767,0.739790263449569,60988,0.8199,220
Queen Anne's,Maryland,21607,+39.1327138,-075.8542069,783,7.176093966,24035,1.7701003759e-5,0.379022646007151,White majority,White,29.4,839,Rural,2383.7902264600716,0.804,0.620977353992849,113750,0.8339,213
Kent,Maryland,21610,+39.3671153,-076.0724960,2047,4.0457944158,24029,8.4263396024e-5,0.199481865284974,White majority,White,38.1,386,Rural,0,0.779,0.800518134715026,51818,0.8217,211
Talbot,Maryland,21612,+38.7515127,-076.2754258,1352,0.0113187976,24041,2.4152408136e-5,0.052777777777778,White majority,White,60.4,360,Rural,0,0.754,0.947222222222222,81250,0.8214,220
Burlington,New Jersey,08075,+40.0296762,-074.9489967,35068,10.603432859,34005,0.001116954562408,0.214646200967596,White majority,White,38.9,28731,Urban,1311.72309,0.607,0.785353799032404,76777,0.92,226
Dorchester,Maryland,21613,+38.5027890,-076.0788747,2055,2.1597442491,24019,4.2499115304e-5,0.474370214506985,White majority,White,44.3,17109,Rural,2127.535215383716,0.726,0.525629785493015,44726,0.7981,204
Queen Anne's,Maryland,21617,+39.0493575,-076.0445450,1976,16.605887202,24035,3.7928184253e-5,0.121310864910157,White majority,White,43.1,10741,Rural,1508.239456288986,0.792,0.878689135089843,106025,0.8201,213
Essex,New Jersey,07006,+40.8511872,-074.2828651,44830,8.9215412668,34013,0.001051140243618,0.145324924595558,White majority,White,45.1,25529,Urban,1829.41039,0.661,0.854675075404442,117828,1.0362,224
Middlesex,New Jersey,07008,+40.5837895,-074.2274575,46890,6.1525186941,34023,0.002066840227019,0.724685415083186,POC majority,Mixed,36.7,23682,Urban,2899.31685,0.363,0.275314584916814,74676,0.9482,225
Prince George's,Maryland,20613,+38.6711682,-076.8053038,4126,5.9925650525,24033,7.0779931033e-5,0.76817033561891,POC majority,Black,43.7,13855,Rural,2186.9361241429087,0.763,0.23182966438109,119258,0.8005,227
Calvert,Maryland,20615,+38.4114330,-076.5488030,9916,0,24009,1.74698366544e-4,0,White majority,White,42.4,329,Rural,2431.61094224924,0.706,1,109375,0.7916,217
Charles,Maryland,20616,+38.6619481,-077.0984582,9484,3.1907217934,24017,2.40171031983e-4,0.742384539796921,POC majority,Black,37.4,6106,Rural,1850.6387160170325,0.772,0.257615460203079,91496,0.751,223
Bergen,New Jersey,07010,+40.8220448,-073.9879452,250714,4.1720437746,34003,0.010064599007656,0.545030743881365,POC majority,Mixed,44.8,24883,Urban,2172.26067,0.343,0.454969256118635,66952,0.9595,232
Charles,Maryland,20617,+38.5438412,-076.8525113,2984,0.1164147532,24017,4.6413690234e-5,0.176620076238882,White majority,White,41.3,787,Rural,0,0.791,0.823379923761118,92115,0.7899,223
St. Mary's,Maryland,20618,+38.2864380,-076.7830711,1456,2.2090746285,24037,3.132171353e-5,0.138766519823789,White majority,White,56,454,Rural,0,0.782,0.861233480176211,57036,0.7675,214
St. Mary's,Maryland,20619,+38.2923851,-076.5277828,14484,10.607693894,24037,3.33375876756e-4,0.277987142540457,White majority,White,33.3,13533,Rural,798.0492130348039,0.74,0.722012857459543,93011,0.7981,214
St. Mary's,Maryland,20620,+38.2339176,-076.5289318,5807,8.2194286679,24037,1.36147622723e-4,0.211721611721612,White majority,White,46.3,1365,Urban,0,0.763,0.788278388278388,103016,0.7922,214
St. Mary's,Maryland,20621,+38.3261496,-076.8010545,1172,0.0014530034,24037,2.8951251434e-5,0.305927342256214,White majority,White,49.7,1046,Rural,956.0229445506692,0.792,0.694072657743786,69432,0.7819,214
Passaic,New Jersey,07011,+40.8782559,-074.1440733,90507,4.9433552693,34031,0.004684559250526,0.684713613621089,POC majority,Hispanic,35.3,40173,Urban,4359.82609,0.415,0.315286386378911,57517,0.9613,228
Charles,Maryland,20622,+38.4032056,-076.9383161,2083,0.4939465959,24017,6.5086039644e-5,0.277257578162196,White majority,White,40.6,6301,Rural,3920.012696397397,0.775,0.722742421837804,105292,0.7893,223
Greene,Pennsylvania,15364,+39.9463214,-080.3047796,0,0.0474394473,42059,8.000337446e-6,0,White majority,White,44.8,771,Rural,648.508430609598,0.809,1,75769,0.8636,211
Washington,Pennsylvania,15367,+40.2610918,-080.0556678,21564,2.4726174522,42125,3.93293374794e-4,0.081484641638225,White majority,White,39,9376,Urban,831.9112627986349,0.709,0.918515358361775,132059,0.8189,223
Greene,Pennsylvania,15370,+39.8806151,-080.1711966,0,2.4189890051,42059,3.855369842e-5,0.11832758270753,White majority,White,41.3,14781,Rural,419.45741154184424,0.792,0.88167241729247,57636,0.8814,211
Washington,Pennsylvania,15376,+40.1088969,-080.4789712,664,2.7518604242,42125,1.6338887469e-5,0.011076923076923,White majority,White,47.4,1625,Rural,738.4615384615385,0.8,0.988923076923077,65417,0.8697,223
Washington,Pennsylvania,15377,+39.9885355,-080.4490292,194,3.7835136723,42125,5.569551894e-6,0.052188552188552,White majority,White,45,594,Rural,336.70033670033666,0.819,0.947811447811448,58438,0.8888,223
Washington,Pennsylvania,15379,+40.2431940,-080.4251761,780,16.022954687,42125,1.02300013125e-4,0.150943396226415,White majority,White,51.2,106,Rural,0,0.765,0.849056603773585,63750,0.8548,223
Greene,Pennsylvania,15380,+39.8675617,-080.4671193,0,1.9975896011,42059,5.369977581e-6,0.005576208178439,White majority,White,48.5,538,Rural,371.74721189591077,0.804,0.994423791821561,50000,0.9108,211
Fayette,Pennsylvania,15401,+39.8999549,-079.7456374,6853,2.0043517286,42051,2.08484677379e-4,0.138904770980243,White majority,White,44.5,31482,Urban,1025.9831014547995,0.756,0.861095229019757,41927,0.8831,214
Fayette,Pennsylvania,15410,+39.9117914,-079.9019817,1076,10.877837739,42051,4.4624686501e-5,0,White majority,White,42.2,1223,Rural,163.5322976287817,0.814,1,49313,0.8657,214
Somerset,Pennsylvania,15411,+39.7486670,-079.3471759,692,0.9967927119,42111,1.410050309e-5,0.025039123630673,White majority,White,52.1,639,Rural,312.98904538341156,0.819,0.974960876369327,54792,1.0217,212
Washington,Pennsylvania,15412,+40.0888045,-079.8593949,4110,1.1590921699,42125,8.6431933644e-5,0,White majority,White,48.1,465,Rural,430.10752688172045,0.77,1,50313,0.8286,223
Fayette,Pennsylvania,15413,+39.9853071,-079.8711339,9183,1.10220064,42051,3.10005060454e-4,0.042158516020236,White majority,White,46.1,593,Rural,337.2681281618887,0.767,0.957841483979764,36219,0.8291,214
Fayette,Pennsylvania,15417,+40.0086009,-079.9182683,4586,1.1228992063,42051,1.44189646763e-4,0.118887118519426,White majority,White,43.8,8159,Rural,477.9997548719206,0.767,0.881112881480574,39656,0.8265,214
Washington,Pennsylvania,15419,+40.0469557,-079.8949847,18269,0.8185865996,42125,9.70701216918e-4,0.137677833868747,White majority,White,22.8,4358,Urban,596.6039467645709,0.681,0.862322166131253,31473,0.8042,223
Fayette,Pennsylvania,15420,+39.9601414,-079.8652294,1422,2.5290288777,42051,2.75969300098e-4,0.11280487804878,White majority,White,17.6,328,Rural,609.7560975609756,0.77,0.88719512195122,23900,0.8493,214
Pinellas,Florida,33763,+28.0028841,-082.7434078,233840,2.7823917741,12103,0.002241217109071,0.242287694974003,White majority,White,53.4,20195,Urban,1480.5644961624164,0.491,0.757712305025997,42992,0.7347,226
Pinellas,Florida,33764,+27.9341122,-082.7389837,91740,1.940802141,12103,0.001521070108299,0.177193516475154,White majority,White,49.2,26282,Urban,1754.0522030286886,0.484,0.822806483524846,50800,0.7082,226
Pinellas,Florida,33765,+27.9748762,-082.7451215,104762,4.9025597354,12103,0.001345058498262,0.370988086895585,White majority,White,42,14270,Urban,3398.738612473721,0.46,0.629011913104415,42224,0.7256,226
Pinellas,Florida,33767,+27.9747475,-082.8267770,345817,6.927467932,12103,0.001500434044409,0.081928960331864,White majority,White,63.2,7714,Urban,2022.297122115634,0.302,0.918071039668136,80625,0.7382,226
Pinellas,Florida,33770,+27.9151095,-082.8040263,109389,4.1709694831,12103,0.001910877159417,0.181251946434133,White majority,White,48.5,25688,Urban,1825.7552164434753,0.448,0.818748053565867,44321,0.723,226
Pinellas,Florida,33771,+27.9068245,-082.7588033,125286,1.8615969529,12103,0.001992608320089,0.233770513411982,White majority,White,51.2,30346,Urban,2059.579516245963,0.435,0.766229486588018,41473,0.7145,226
Pinellas,Florida,33772,+27.8435930,-082.7966828,104517,3.9842408837,12103,0.001673903621748,0.129813030154994,White majority,White,50.8,22517,Urban,1914.1093396100723,0.462,0.870186969845006,50833,0.7255,226
Pinellas,Florida,33773,+27.8822944,-082.7559195,109494,1.6926579393,12103,0.001373560536697,0.17722872579919,White majority,White,47,17768,Urban,2639.576767221972,0.422,0.82277127420081,52241,0.7089,226
Pinellas,Florida,33774,+27.8838191,-082.8278770,136332,6.5502705966,12103,0.001603967443859,0.154908938664434,White majority,White,50.2,19108,Urban,1931.1283232154071,0.484,0.845091061335566,50085,0.7319,226
Pinellas,Florida,33776,+27.8495644,-082.8258272,91037,2.2773250669,12103,0.001441380589983,0.10130515848353,White majority,White,51.9,12872,Urban,1903.3561218147918,0.507,0.89869484151647006,74332,0.7278,226
Pinellas,Florida,33777,+27.8535325,-082.7593487,87470,4.6661506766,12103,0.001159915157868,0.17090633913499,White majority,White,50.4,17179,Urban,2683.508935328017,0.511,0.82909366086501,55650,0.7109,226
Pinellas,Florida,33778,+27.8886206,-082.7985399,90197,7.3795513963,12103,0.001521082555799,0.194425560842964,White majority,White,48,14710,Urban,2114.2080217539087,0.486,0.805574439157036,46037,0.7193,226
Pinellas,Florida,33781,+27.8388706,-082.7149951,96380,3.516675275,12103,0.00145232410978,0.306476714952712,White majority,White,42.5,25059,Urban,2498.1044734426755,0.467,0.693523285047288,40055,0.7046,226
Pinellas,Florida,33782,+27.8596312,-082.7081448,92081,3.0223695255,12103,0.001652146123624,0.256637168141593,White majority,White,48.1,23052,Urban,2095.2628839146278,0.495,0.743362831858407,48382,0.7042,226
Pinellas,Florida,33785,+27.8918406,-082.8499793,235203,3.3048230359,12103,0.001806738298462,0.040253853127833,White majority,White,60.1,5515,Urban,1359.9274705349048,0.309,0.959746146872167,67838,0.7319,226
Pinellas,Florida,33786,+27.9270708,-082.8328166,54624,0.6441946923,12103,0.00117197430274,0.102941176470588,White majority,White,57.8,1632,Urban,1593.1372549019607,0.328,0.897058823529412,78571,0.723,226
Polk,Florida,33801,+28.0359786,-081.8996364,22356,1.7308278574,12105,7.13812790025e-4,0.38929330123212,White majority,White,33.7,35305,Urban,2277.2978331681065,0.608,0.61070669876788,35696,0.7183,219
Cook,Illinois,60426,+41.6103428,-087.6533948,39776,6.069534995,17031,0.001449407103097,0.966671276448624,POC majority,Black,36.2,28924,Urban,2727.838473240216,0.471,0.033328723551376,30015,0.8226,272
Cook,Illinois,60428,+41.5998000,-087.6905672,28664,3.0031283906,17031,9.12083097898e-4,0.909542824545677,POC majority,Black,36.5,12271,Urban,2892.999755521147,0.567,0.090457175454323,38978,0.8206,272
Cook,Illinois,60429,+41.5740287,-087.6837056,42386,7.1656480405,17031,0.001519293006918,0.89660102684084,POC majority,Black,40.9,15387,Urban,2697.081952297394,0.535,0.10339897315916,51742,0.8227,272
Cook,Illinois,60430,+41.5588804,-087.6644415,40098,7.5309601625000004,17031,0.00114712718565,0.527562169377565,POC majority,Mixed,42.3,20227,Urban,2155.53468136649,0.578,0.472437830622435,73251,0.8245,272
Will,Illinois,60431,+41.5051981,-088.1987406,13195,11.118587093,17197,6.59403749516e-4,0.360049959085232,White majority,White,35.4,23219,Urban,2325.6815538998235,0.619,0.639950040914768,91333,0.7897,220
Yuma,Arizona,85367,+32.6717154,-114.3955164,16099,0.5400912115,4027,1.91706233133e-4,0.272041196839208,White majority,White,64.6,22526,Urban,2286.2470034626654,0.125,0.727958803160792,47243,0.035,216
Maricopa,Arizona,85373,+33.6713598,-112.2996569,37138,9.6395316353,4013,6.46791297784e-4,0.151142078792959,White majority,White,65.1,19088,Urban,1597.8625314333615,0.239,0.848857921207041,53247,0.0794,270
Maricopa,Arizona,85374,+33.6447934,-112.3770201,62531,0.3368538864,4013,0.001134136581623,0.259657506969335,White majority,White,54.2,47709,Urban,1616.04728667547,0.244,0.740342493030665,54364,0.0754,270
Maricopa,Arizona,85375,+33.6858088,-112.3661677,48910,0.3722538464,4013,6.02118025895e-4,0.043603741437463,White majority,White,74.3,28759,Urban,1310.893981014639,0.272,0.956396258562537,50223,0.0796,270
Maricopa,Arizona,85377,+33.8232136,-111.9132705,21784,12.581744528,4013,1.50443960172e-4,0.041527735677478,White majority,White,66.6,3299,Urban,1091.2397696271596,0.325,0.958472264322522,91393,0.1478,270
Maricopa,Arizona,85379,+33.6037975,-112.3689772,74639,0.6766113328,4013,0.001714993310446,0.346676152413634,White majority,White,33.9,47791,Rural,2328.8903768491973,0.268,0.653323847586366,77495,0.0724,270
Maricopa,Arizona,85381,+33.6091377,-112.2302870,75650,2.6906733656,4013,0.001477805991822,0.290969111058713,White majority,White,42.3,25446,Urban,2912.049045036548,0.271,0.709030888941287,78810,0.0777,270
Maricopa,Arizona,85382,+33.6542905,-112.2494735,81462,1.9642561627,4013,0.001543203013124,0.213949843260188,White majority,White,43,39556,Urban,2389.0181009202142,0.244,0.786050156739812,69833,0.08,270
Maricopa,Arizona,85383,+33.8017595,-112.2461325,11863,36.57614733,4013,2.04319381084e-4,0.2317325276298,White majority,White,37.7,50308,Rural,2234.2370994672815,0.343,0.7682674723702,112701,0.0892,270
Maricopa,Arizona,85387,+33.7094094,-112.4551720,4287,14.536757502,4013,7.5172536711e-5,0.251150126748662,White majority,White,63.1,10651,Rural,2732.1378274340436,0.334,0.748849873251338,70066,0.0806,270
Maricopa,Arizona,85388,+33.6042129,-112.4316184,39295,1.9136235177,4013,8.65572458831e-4,0.333140642002176,White majority,White,34.5,29408,Urban,2210.2829162132753,0.422,0.666859357997824,77700,0.0738,270
Pulaski,Illinois,62963,+37.0945591,-089.1699212,42,0,17153,5.481592301e-5,0.601837672281776,POC majority,Black,40.8,653,Rural,1531.3935681470139,0.78,0.398162327718224,33929,0.8786,196
Pulaski,Illinois,62964,+37.1303207,-089.2265761,24,0.8736426904,17153,1.8957519679e-5,0.636715724244772,POC majority,Black,48,1291,Rural,2091.4020139426802,0.815,0.363284275755228,30000,0.8726,196
Jackson,Illinois,62966,+37.7751359,-089.3509787,0,5.7253226501,17077,5.204889521e-5,0.144692005242464,White majority,White,41.5,15260,Urban,2208.3879423328967,0.796,0.855307994757536,43865,0.8393,218
Johnson,Illinois,62967,+37.5843098,-088.7369168,0,100,17087,1.4088832407e-5,0.050632911392405,White majority,White,51.1,237,Rural,2953.5864978902955,0.806,0.949367088607595,42250,0.8992,192
Alexander,Illinois,62969,+37.1543933,-089.3422994,0,29.727971431,17003,7.754869888e-6,0,White majority,White,45,398,Rural,1507.537688442211,0.812,1,48162,0.8706,189
Pulaski,Illinois,62970,+37.2222033,-089.0905319,36,0,17153,1.1420289697e-5,0.108669108669109,White majority,White,38.9,819,Rural,1465.2014652014652,0.806,0.891330891330891,40714,0.8813,196
Johnson,Illinois,62972,+37.5422875,-088.7910367,0,100,17087,6.01796774e-6,0.011549566891242,White majority,White,47,1039,Rural,1154.9566891241577,0.808,0.988450433108758,51925,0.9095,192
Williamson,Illinois,62974,+37.7812025,-088.7829917,565,0,17199,2.3488903306e-5,0.005535055350554,White majority,White,40.9,1626,Rural,1230.0123001230013,0.784,0.994464944649446,45996,0.8792,218
Pulaski,Illinois,62976,+37.2216628,-089.2043772,37,0,17153,5.294845061e-6,0.587257617728532,POC majority,Mixed,51.2,361,Rural,1662.0498614958449,0.821,0.412742382271468,35750,0.8686,196
Saline,Illinois,62977,+37.8517778,-088.5459231,0,0.2259520126,17165,1.4577960119e-5,0.013440860215054,White majority,White,29.8,744,Rural,1747.3118279569892,0.791,0.986559139784946,49688,0.874,206
Gallatin,Illinois,62979,+37.8220240,-088.1863166,0,0,17059,5.73539216e-6,0.05379188712522,White majority,White,43.5,1134,Rural,793.6507936507936,0.788,0.94620811287478,51719,0.8526,200
Hardin,Illinois,62982,+37.4248249,-088.3653191,0,3.1554705252,17069,4.7581579485e-5,0,White majority,White,42,960,Rural,1145.8333333333333,0.75,1,30000,0.903,184
Franklin,Illinois,62983,+37.9029713,-089.1212191,0,0,17055,2.6980329409e-5,0.056697377746279,White majority,White,44.8,1411,Rural,1346.5627214741316,0.817,0.943302622253721,46563,0.845,210
Gallatin,Illinois,62984,+37.7082136,-088.1491623,0,36.670258979,17059,8.008733234e-6,0.056603773584906,White majority,White,40.6,1643,Rural,1399.878271454656,0.784,0.943396226415094,34712,0.8588,200
Pope,Illinois,62985,+37.4585950,-088.6854454,0,92.367642867,17151,4.094669707e-6,0.051966292134832,White majority,White,52.1,712,Rural,1825.8426966292134,0.81,0.948033707865169,49167,0.9001,167
Saline,Illinois,62987,+37.6187254,-088.6603511,44,76.637297652,17165,6.710378689e-6,0.064606741573034,White majority,White,40.7,1424,Rural,561.7977528089888,0.805,0.935393258426966,37250,0.8841,206
Alexander,Illinois,62988,+37.2596391,-089.2892675,0,35.38160385,17003,9.738115405e-6,0.23312101910828,White majority,White,50.1,1570,Rural,1401.2738853503186,0.816,0.76687898089172,46731,0.8807,189
Alexander,Illinois,62990,+37.2285821,-089.3988423,0,42.979411704,17003,7.291057728e-6,0.145679012345679,White majority,White,43.3,810,Rural,1728.395061728395,0.819,0.854320987654321,36875,0.8899,189
Pulaski,Illinois,62992,+37.2801173,-089.1658053,41,0.0139136429,17153,7.663566754e-6,0.328985507246377,White majority,White,42.7,690,Rural,14492.753623188406,0.815,0.671014492753623,25000,0.8681,196
Jackson,Illinois,62994,+37.9067282,-089.3423576,0,0,17077,6.463116818e-6,0.0304,White majority,White,43.3,625,Rural,1600,0.797,0.9696,55208,0.8235,218
Johnson,Illinois,62995,+37.4380531,-088.8776804,0,7.6690529454,17087,2.10703767e-5,0.309210526315789,White majority,White,39.4,5928,Rural,1130.229419703104,0.801,0.690789473684211,45679,0.8803,192
Pulaski,Illinois,62996,+37.1575314,-089.1510277,29,0,17153,7.065038614e-6,0.34051724137931,White majority,White,51.3,464,Rural,1293.103448275862,0.812,0.65948275862069,34063,0.8777,196
Crawford,Illinois,62454,+38.9998632,-087.7566051,0,2.0268053937,17033,3.4791710114e-5,0.181998556998557,White majority,White,40.5,11088,Urban,3499.278499278499,0.752,0.818001443001443,50383,0.86240000000000006,206
Fayette,Illinois,62458,+39.0247797,-088.8515630,0,0.469774965,17051,1.3398173724e-5,0.01010611419909,White majority,White,47.6,1979,Rural,4497.22081859525,0.82,0.98989388580091,43682,0.809,208
Lawrence,Illinois,62460,+38.6016951,-087.7272085,243,0.8413893603,17101,9.641329267e-6,0.001733102253033,White majority,White,40.8,1154,Rural,1213.1715771230502,0.72,0.998266897746967,50417,0.8724,198
Effingham,Illinois,62461,+39.1941694,-088.6843492,1,0,17049,6.483111013e-6,0,White majority,White,51.6,672,Rural,1934.5238095238096,0.838,1,56023,0.8103,202
Cumberland,Illinois,62462,+39.2369907,-088.4606315,0,0,17035,9.417237467e-6,0.012219959266802,White majority,White,34.4,982,Rural,3564.1547861507124,0.824,0.987780040733198,48333,0.8252,222
Shelby,Illinois,62463,+39.2766478,-088.6053746,0,0,17173,1.0295340664e-5,0.017713365539452,White majority,White,37.2,1242,Rural,2898.550724637681,0.839,0.982286634460548,62727,0.8121,198
Apache,Arizona,85936,+34.6526833,-109.2687406,41,5.7360575259,4001,1.727501772e-6,0.477175624016191,White majority,White,37.4,4447,Rural,697.0991679784124,0.239,0.522824375983809,58370,0.119,215
McHenry,Illinois,60071,+42.4684045,-088.3156827,3297,9.6620037112,17111,5.3243799298e-5,0.166154705389556,White majority,White,41.7,3581,Rural,1312.482546774644,0.758,0.833845294610444,62750,0.8356,226
